song,performer,track_duration_s,danceability,valence,date,rank,peak_rank,weeks_on_board,key_sign,energy,loudness,speechiness,acousticness,instrumentalness,liveness
"The Earth, The Sun, The Rain",Color Me Badd,255.233,0.29,0.28,20190914,38,21,20,A major,0.515,-9.42,0.0865,0.63,0.0,0.084
The Edge Of Glory,Lady Gaga,320.586,0.581,0.361,20200806,8,3,11,A major,0.772,-6.544,0.0401,0.000343,0.0191,0.11
The Edge Of Heaven,Wham!,270.8,0.493,0.877,20190712,41,41,2,A minor,0.665,-13.817,0.0424,0.117,0.0,0.159
The Elvis Medley,Elvis Presley,132.106,0.609,0.786,20191211,71,71,3,D major,0.889,-7.318,0.0528,0.546,2.45e-06,0.699
The Emperor's New Clothes,Sinead O'Connor,316.493,0.736,0.709,20190707,74,74,3,D# minor,0.711,-7.623,0.0503,0.0182,0.000798,0.158
The End Is Not In Sight (the Cowboy Tune),Amazing Rhythm Aces,230.866,0.696,0.92,20191030,51,51,7,E major,0.456,-15.175,0.0295,0.418,0.000637,0.12
The End Of Our Road,Gladys Knight And The Pips,137.093,0.726,0.915,20190406,32,15,9,G minor,0.517,-12.548,0.0523,0.289,0.0,0.184
The End Of Our Road,Gladys Knight And The Pips,137.093,0.726,0.915,20190406,32,15,9,G minor,0.57,-10.466,0.0558,0.116,0.0,0.0552
The End Of The Innocence,Don Henley,315.306,0.623,0.392,20190812,14,14,8,G# major,0.425,-13.045,0.0291,0.306,8.65e-05,0.108
The End Of The World,Skeeter Davis,157.573,0.232,0.432,20190330,3,2,10,A# major,0.216,-10.674,0.0314,0.936,4.93e-06,0.246
The End,Earl Grant,140.8,0.454,0.315,20191103,8,7,8,C major,0.264,-11.891,0.032,0.62,3.07e-05,0.176
The End,Earl Grant,140.8,0.454,0.315,20191103,8,7,8,C major,0.586,-6.307,0.0362,0.0014,0.0108,0.063
The Entertainer,Billy Joel,221.04,0.611,0.77,20190111,34,34,7,C major,0.912,-6.775,0.0398,0.105,0.0,0.117
The Entertainer,Billy Joel,221.04,0.611,0.77,20190111,34,34,7,C major,0.372,-11.654,0.137,0.86,0.683,0.0866
The Entertainer,Billy Joel,221.04,0.611,0.77,20190111,34,34,7,C major,0.64,-6.542,0.04,0.41,0.0,0.315
The Eyes Of A New York Woman,B.J. Thomas,183.24,0.416,0.421,20190803,40,40,7,A major,0.329,-14.984,0.0322,0.0487,0.0,0.461
The Family Of Man,Three Dog Night,188.573,0.506,0.968,20190422,14,14,5,C major,0.747,-11.788,0.0303,0.0242,0.255,0.348
The Fanatic,Felony,216.711,0.471,0.715,20190226,71,71,3,G major,0.602,-12.614,0.0655,0.0218,0.00721,0.0596
The Father Of Girls,Perry Como,215.573,0.157,0.159,20190316,92,92,1,F minor,0.146,-15.674,0.0364,0.891,0.00526,0.156
The Fear,Lily Allen,207.12,0.661,0.522,20200307,92,91,2,A# major,0.847,-6.948,0.0404,0.419,8.82e-05,0.107
The Feeling Is Gone,Bobby Bland,150.466,0.421,0.194,20191228,97,97,1,G major,0.492,-5.808,0.0249,0.351,1.6e-06,0.215
The Feeling Is Right,Clarence Carter,175.066,0.612,0.909,20190705,78,78,3,A# major,0.389,-13.696,0.0279,0.281,0.0,0.153
The Feeling,Justin Bieber Featuring Halsey,244.906,0.538,0.198,20201219,57,31,3,C# minor,0.818,-6.147,0.0586,0.0879,1.39e-06,0.0971
The Ferris Wheel,The Everly Brothers,138.28,0.635,0.616,20190718,73,73,5,D major,0.463,-12.157,0.0286,0.74,0.0,0.208
The Fez,Steely Dan,241.266,0.581,0.861,20191009,69,69,3,A minor,0.762,-9.069,0.0293,0.239,0.853,0.54
The Fighter,Gym Class Heroes Featuring Ryan Tedder,228.533,0.592,0.432,20200616,45,45,3,G major,0.926,-3.469,0.126,0.0775,0.0,0.187
The Fighter,Gym Class Heroes Featuring Ryan Tedder,228.533,0.592,0.432,20200616,45,45,3,G major,0.845,-5.147,0.0525,0.0304,0.0,0.197
The Fightin' Side Of Me,Merle Haggard And The Strangers,172.266,0.757,0.653,20190228,92,92,3,E major,0.399,-13.656,0.0287,0.308,0.0,0.0899
The Final Countdown,Europe,310.333,0.536,0.185,20190307,20,20,7,F# minor,0.844,-6.918,0.058,0.0628,0.00084,0.0608
The Finer Things,Steve Winwood,251.2,0.78,0.579,20190704,94,8,22,D minor,0.692,-7.031,0.0325,0.186,0.0175,0.094
The Finest,The S.O.S. Band,366.266,0.875,0.824,20190621,45,45,6,F# major,0.603,-11.995,0.0703,0.319,0.00981,0.0575
The First Cut Is The Deepest,Rod Stewart,271.2,0.546,0.764,20190409,22,22,9,C major,0.627,-9.037,0.0244,0.316,0.00114,0.096
The First Cut Is The Deepest,Rod Stewart,271.2,0.546,0.764,20190409,22,22,9,C major,0.68,-5.34,0.0332,0.0483,0.0,0.169
The First Day Of Summer,Tony Carey,225.0,0.768,0.956,20190623,53,53,3,D minor,0.823,-9.405,0.0294,0.0972,0.000361,0.529
The First Night,Monica,235.573,0.671,0.906,20191024,1,1,11,C# minor,0.766,-9.218,0.0634,0.139,0.0,0.26
The First Noel,Gabby Barrett,261.304,0.458,0.102,20200102,78,78,1,A# major,0.351,-6.049,0.0244,0.696,0.0,0.143
The First Thing Ev'ry Morning (And The Last Thing Ev'ry Night),Jimmy Dean,129.293,0.379,0.376,20190703,91,91,2,F minor,0.293,-9.546,0.0295,0.83,0.0,0.0879
The First Time Ever I Saw Your Face,Glee Cast,257.413,0.311,0.0986,20200204,70,70,1,E minor,0.305,-11.019,0.0333,0.515,0.0822,0.0879
The First Time Ever I Saw Your Face,Glee Cast,257.413,0.311,0.0986,20200204,70,70,1,E minor,0.0264,-21.644,0.037,0.731,0.00205,0.156
The First Time,Surface,256.0,0.637,0.111,20191215,19,19,7,A# major,0.354,-11.964,0.0283,0.215,0.000704,0.0961
The Five Pennies,Dodie Stevens,158.866,0.367,0.429,20190629,89,89,1,C# major,0.329,-9.437,0.0534,0.736,0.0,0.0562
The Fix,Nelly Featuring Jeremih,173.045,0.812,0.0873,20200227,97,62,20,G# major,0.479,-6.47,0.0429,0.0485,0.0,0.102
The Fixer,Pearl Jam,177.56,0.531,0.9,20200919,85,56,2,B minor,0.92,-5.013,0.0397,0.00018,0.00613,0.32
The Flame,Cheap Trick,338.8,0.629,0.359,20190903,51,1,22,E major,0.581,-11.856,0.027,0.513,2.06e-06,0.0755
The Float,Hank Ballard And The Midnighters,176.48,0.504,0.872,20190619,92,92,1,A minor,0.398,-12.923,0.0335,0.631,0.0,0.249
The Floor,Johnny Gill,313.44,0.798,0.459,20190717,69,56,9,C# major,0.797,-6.947,0.0437,0.00813,0.0418,0.128
The Fly,Chubby Checker,170.653,0.456,0.962,20191113,7,7,8,F major,0.968,-4.916,0.0448,0.00494,0.00705,0.204
The Fly,Chubby Checker,170.653,0.456,0.962,20191113,7,7,8,F major,0.934,-8.888,0.0553,3.52e-05,0.0253,0.161
The Flyer,Saga,222.8,0.513,0.796,20191210,95,79,3,C minor,0.673,-17.035,0.0367,0.101,0.00773,0.326
The Folk Singer,Tommy Roe,176.44,0.669,0.687,20190518,93,84,3,G# major,0.279,-15.958,0.0342,0.841,0.00145,0.119
The Fool And The Angel,Bobby Helms,145.56,0.44,0.682,20191222,84,84,3,F# major,0.255,-10.766,0.0303,0.862,0.0,0.25
The Fool On The Hill,Sergio Mendes & Brasil '66,191.533,0.663,0.766,20191019,24,6,11,A major,0.269,-20.323,0.0372,0.829,0.000927,0.0649
The Fountain Of Youth,The Four Lads,118.36,0.374,0.592,20190504,92,92,1,A major,0.344,-9.274,0.0263,0.779,0.0,0.104
The Fox,Ylvis,213.708,0.703,0.546,20201123,54,6,10,F# major,0.867,-4.292,0.0453,0.107,0.0,0.119
The Free Electric Band,Albert Hammond,206.706,0.567,0.716,20190428,100,100,1,C major,0.782,-9.107,0.0309,0.00135,0.0,0.331
The Freeze,Tony And Joe,136.72,0.595,0.914,20190908,100,33,6,G major,0.79,-10.604,0.117,0.677,0.00535,0.103
The Freshmen,The Verve Pipe,269.466,0.571,0.276,20190628,10,5,19,C# minor,0.505,-9.312,0.0238,0.0757,1.04e-05,0.109
The Funky Gibbon,The Goodies,173.387,0.745,0.865,20190524,79,79,4,A# minor,0.905,-4.727,0.114,0.0842,0.00019,0.208
The Funniest Thing,Dennis Yost And The Classics IV,157.866,0.456,0.627,20190328,85,85,1,D major,0.478,-9.847,0.028,0.728,0.0,0.353
"The Future's So Bright, I Gotta Wear Shades",Timbuk 3,204.24,0.648,0.963,20190207,100,19,16,G major,0.688,-13.139,0.0431,0.0489,0.0362,0.478
The Gambler,Kenny Rogers,214.88,0.671,0.86,20190120,28,28,12,E major,0.501,-13.119,0.0594,0.342,0.0,0.194
The Game Of Love,Santana Featuring Michelle Branch,254.466,0.59,0.674,20201109,9,9,6,D major,0.929,-3.236,0.0478,0.0714,0.000153,0.0598
The Games We Play,Pusha T,166.12,0.694,0.592,20200609,100,100,1,F major,0.796,-3.696,0.198,0.0713,0.0163,0.096
The Gangs Back Again,Kool & The Gang,164.906,0.649,0.508,20191227,98,98,1,D minor,0.754,-13.793,0.0525,0.192,0.227,0.115
The Gap,Thompson Twins,286.4,0.645,0.642,20191208,78,69,5,F# minor,0.884,-10.907,0.0411,0.15,4.32e-06,0.199
The Ghetto,Too $hort,302.133,0.947,0.36,20190126,52,42,11,F# minor,0.354,-12.844,0.27,0.0455,5.71e-05,0.212
The Ghost In You,Psychedelic Furs,257.76,0.589,0.641,20190630,81,59,8,A# major,0.529,-13.548,0.0287,0.0855,1.29e-06,0.104
The Ghost Of You,My Chemical Romance,194.253,0.202,0.192,20200114,84,84,1,B minor,0.886,-3.805,0.0816,0.0286,0.0,0.643
The Gigolo,O'Bryan,297.293,0.834,0.958,20190424,62,62,5,A# minor,0.52,-11.503,0.0583,0.129,1.63e-05,0.0817
The Girl's A Devil,The Dukays,149.906,0.721,0.916,20190605,79,79,4,G major,0.416,-11.26,0.0377,0.772,0.0,0.228
The Girl From Peyton Place,Dickey Lee,129.828,0.384,0.434,20191009,81,73,6,E major,0.43,-6.165,0.029,0.742,0.0,0.312
The Girl I'll Never Know (Angels Never Fly This Low),Frankie Valli,222.8,0.377,0.648,20190628,64,64,3,C major,0.568,-7.204,0.0269,0.531,8.73e-06,0.0891
The Girl I Knew Somewhere,The Monkees,152.613,0.466,0.964,20190408,46,46,3,C major,0.802,-8.769,0.035,0.0488,0.0,0.0728
The Girl I Used To Know,Brother Beyond,254.642,0.641,0.783,20190901,28,27,11,G# major,0.63,-11.867,0.0287,0.00634,0.00118,0.0853
The Girl Most Likely,Jeannie C. Riley,129.333,0.643,0.936,20190111,61,55,6,F major,0.707,-12.41,0.0855,0.309,3.79e-06,0.104
The Girl Who Loved Me When,The Glass Bottle featuring Gary Criss,193.073,0.414,0.424,20191211,87,87,2,D# major,0.174,-20.981,0.0345,0.617,0.0,0.67
The Girls' Song,The 5th Dimension,224.706,0.552,0.483,20190418,47,47,3,D minor,0.355,-12.446,0.0299,0.52,9.61e-06,0.0687
The Git Up,Blanco Brown,200.593,0.847,0.811,20200810,15,14,8,A major,0.678,-8.635,0.109,0.0669,0.0,0.274
The Git Up,Blanco Brown,200.593,0.847,0.811,20200810,15,14,8,A major,0.678,-8.635,0.109,0.0669,0.0,0.274
The Glamorous Life,Sheila E.,543.56,0.759,0.866,20191201,91,7,25,D# minor,0.675,-14.366,0.0422,0.0261,0.0341,0.431
The Globe,Big Audio,364.64,0.917,0.696,20190215,99,99,1,D major,0.603,-9.541,0.13,0.172,0.0,0.0489
The Glory Of Love,The Dells,235.2,0.364,0.471,20190213,92,92,2,A# minor,0.487,-9.108,0.0347,0.49,1.2e-06,0.224
The Golden Age Of Rock 'n' Roll,Mott The Hoople,204.093,0.516,0.718,20190608,96,96,1,F# major,0.842,-8.062,0.0366,0.0304,0.0,0.0722
The Good Life,Tony Bennett,134.893,0.182,0.206,20190622,18,18,7,A# major,0.261,-13.707,0.033,0.88,1.03e-05,0.442
The Good Lord Loves You,Neil Diamond,282.6,0.326,0.184,20190419,68,68,3,E major,0.327,-14.66,0.0314,0.215,0.0,0.0775
The Good Ones,Gabby Barrett,215.14,0.519,0.331,20200410,32,32,14,D major,0.552,-5.023,0.0259,0.18,0.0,0.149
The Good Stuff,Kenny Chesney,200.44,0.612,0.502,20200928,42,22,17,G major,0.62,-9.785,0.0645,0.255,0.0,0.129
"The Good, The Bad And The Ugly","Hugo Montenegro, His Orchestra And Chorus",165.693,0.531,0.589,20190309,64,64,4,C major,0.648,-10.648,0.0412,0.649,0.501,0.442
The Goonies `R' Good Enough,Cyndi Lauper,218.44,0.71,0.946,20190720,16,10,10,C# minor,0.807,-8.97,0.0378,0.25,1.88e-05,0.0744
The Grand Tour,Aaron Neville,202.4,0.567,0.469,20191016,93,90,2,A major,0.298,-13.626,0.0332,0.461,0.0,0.0794
The Grass Is Greener,Brenda Lee,161.186,0.485,0.384,20191005,46,46,2,G# major,0.139,-10.913,0.0331,0.874,0.000159,0.0727
The Great Airplane Strike,Paul Revere & The Raiders Featuring Mark Lindsay,189.213,0.423,0.876,20191001,88,88,1,D major,0.943,-4.7,0.226,0.121,0.0,0.0557
The Great Beyond,R.E.M.,307.0,0.329,0.176,20200122,60,60,5,A# major,0.747,-6.348,0.03,0.146,3.36e-06,0.231
The Great Commandment,Camouflage,260.153,0.673,0.915,20190204,63,63,7,G major,0.763,-11.347,0.0368,0.104,0.15,0.275
The Great Escape,Boys Like Girls,206.52,0.423,0.505,20200602,96,96,1,C# minor,0.94,-4.012,0.0635,0.00166,0.0,0.178
The Greatest Hurt,Jackie Wilson,196.08,0.388,0.482,20190303,50,34,8,G major,0.359,-9.863,0.0307,0.889,0.0,0.149
The Greatest Love Of All,George Benson,212.266,0.398,0.323,20191001,25,25,10,F minor,0.263,-14.447,0.0303,0.505,1.52e-06,0.105
The Greatest Love,Dorsey Burnette,157.746,0.448,0.757,20190215,74,74,4,G major,0.57,-13.631,0.0309,0.633,0.0322,0.0692
The Greatest Romance Ever Sold,Prince,333.226,0.844,0.574,20191023,96,96,1,C minor,0.449,-6.873,0.0409,0.372,9.54e-06,0.0883
The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",302.146,0.417,0.4,20200127,89,88,3,B minor,0.824,-7.36,0.105,0.000239,0.0545,0.0725
The Greatest,Rod Wave,168.586,0.732,0.586,20200418,78,78,1,C major,0.41,-14.41,0.127,0.0915,0.0,0.0697
The Greatest,Rod Wave,168.586,0.732,0.586,20200418,78,78,1,C major,0.725,-6.127,0.266,0.0102,0.000479,0.0561
The Green Grass Starts To Grow,Dionne Warwick,183.906,0.577,0.763,20190109,44,44,6,D major,0.487,-11.661,0.0371,0.615,0.000369,0.121
The Green Leaves Of Summer,Kenny Ball and his Jazzmen,242.533,0.463,0.845,20190602,95,95,1,D# major,0.549,-13.595,0.066,0.781,0.133,0.848
The Green Leaves Of Summer,Kenny Ball and his Jazzmen,242.533,0.463,0.845,20190602,95,95,1,D# major,0.238,-15.733,0.0269,0.797,0.0,0.157
The Green Mosquito,The Tune Rockers,142.08,0.639,0.907,20191020,97,44,9,E major,0.847,-12.559,0.0356,0.885,0.947,0.939
The Groove Line,Heatwave,262.506,0.712,0.729,20190826,95,7,17,D major,0.757,-10.045,0.0352,0.0543,0.000405,0.201
The Guitar Man,Bread,225.053,0.279,0.485,20190930,36,11,10,E minor,0.646,-7.907,0.0464,0.231,0.0011,0.309
The Gypsy Cried,Lou Christie,130.199,0.488,0.817,20190223,28,28,8,C# major,0.716,-5.327,0.0394,0.532,1.18e-05,0.0685
The Hair On My Chinny Chin Chin,Sam The Sham and the Pharaohs,156.666,0.718,0.737,20191015,36,36,3,D major,0.502,-12.221,0.0491,0.648,0.0,0.0262
The Hand Clap,Hurricane Chris Featuring Big Poppa,261.826,0.805,0.641,20201208,92,72,6,G major,0.723,-6.808,0.224,0.00679,0.0,0.244
The Hand That Feeds,Nine Inch Nails,211.68,0.595,0.462,20200709,71,31,14,A minor,0.985,-4.337,0.0885,0.0187,0.000297,0.0666
The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,218.506,0.255,0.109,20200321,70,12,15,A minor,0.085,-17.969,0.0359,0.329,6.83e-05,0.201
The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,218.506,0.255,0.109,20200321,70,12,15,A minor,0.425,-11.805,0.0424,0.623,0.0,0.346
The Happening,Herb Alpert & The Tijuana Brass,147.04,0.667,0.745,20190805,32,32,5,C# major,0.447,-11.735,0.052,0.594,0.311,0.108
The Happening,Herb Alpert & The Tijuana Brass,147.04,0.667,0.745,20190805,32,32,5,C# major,0.745,-6.901,0.0333,0.197,0.0,0.628
The Happiest Girl In The Whole U.S.A.,Donna Fargo,154.84,0.562,0.558,20190701,46,46,6,F major,0.402,-11.014,0.0348,0.177,0.00157,0.246
The Happy Girls,Helen Reddy,240.4,0.475,0.269,20191015,80,80,2,B major,0.306,-12.649,0.0293,0.466,8.93e-06,0.0881
The Happy Muleteer,Ivo Robic,136.6,0.516,0.634,20190125,87,87,2,A major,0.615,-10.022,0.0455,0.426,0.00136,0.298
The Happy Organ,"Dave ""Baby"" Cortez",125.2,0.636,0.97,20190615,14,1,14,C# major,0.888,-6.811,0.0314,0.544,0.141,0.0763
The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),2Gether,197.626,0.83,0.931,20200909,87,87,2,A minor,0.948,-3.973,0.0455,0.106,2.29e-06,0.105
The Hardest Part,Blondie,222.6,0.472,0.801,20190209,84,84,2,C major,0.875,-3.404,0.0435,0.159,0.000696,0.378
The Heart Of Dixie,Danielle Bradbery,209.453,0.448,0.404,20200125,89,58,6,F# major,0.629,-4.763,0.0342,0.0191,0.0,0.195
The Heart Of Rock & Roll,Huey Lewis & The News,304.92,0.594,0.961,20190602,8,8,7,A# major,0.77,-8.824,0.0376,0.0303,0.00013,0.222
The Heart Of The Matter,Don Henley,322.6,0.579,0.38,20190602,65,21,16,D major,0.529,-11.548,0.025,0.201,0.0,0.231
The Heart Wants What It Wants,Selena Gomez,227.373,0.616,0.621,20200307,44,6,16,G minor,0.789,-4.874,0.0377,0.053,0.0,0.142
The Heartbreak Kid,Bo Donaldson And The Heywoods,180.093,0.663,0.945,20191228,67,39,7,F major,0.715,-7.621,0.0299,0.0914,0.0,0.109
The Hearts Filthy Lesson,David Bowie,297.56,0.565,0.433,20191014,92,92,1,B minor,0.798,-8.295,0.087,0.00146,0.0201,0.33
The Heat Is On,Glenn Frey,227.8,0.622,0.87,20190323,4,2,16,G major,0.865,-6.369,0.0531,0.0167,2.34e-05,0.0692
The Heat Of Heat,Patti Austin,289.226,0.762,0.731,20190621,74,55,8,D major,0.424,-12.499,0.0288,0.0668,0.0,0.054
The Hills,The Weeknd,242.253,0.58,0.138,20200718,19,19,6,C minor,0.565,-7.065,0.0488,0.0671,0.0,0.135
The Homecoming,Hagood Hardy,300.133,0.253,0.135,20191227,74,74,2,C major,0.0501,-24.118,0.0356,0.973,0.854,0.159
The Honeythief,Hipsway,190.973,0.795,0.92,20190418,23,19,13,B major,0.607,-12.258,0.0349,0.226,2.92e-06,0.0724
The Hoochi Coochi Coo,Hank Ballard And The Midnighters,163.68,0.737,0.878,20190130,23,23,9,D major,0.464,-11.176,0.0383,0.172,0.000434,0.0981
The Horizontal Bop,Bob Seger,243.36,0.611,0.792,20190117,82,42,11,C major,0.826,-4.119,0.0858,0.148,2.36e-05,0.0799
The Horse,Cliff Nobles & Co.,146.066,0.647,0.922,20190824,33,2,14,G minor,0.571,-6.003,0.0278,0.0501,0.887,0.0896
The House Of The Rising Sun,Dolly Parton,240.306,0.793,0.55,20191003,77,77,3,F# minor,0.559,-8.707,0.0434,0.181,0.00262,0.109
The House That Built Me,Miranda Lambert,236.626,0.515,0.206,20200417,89,89,2,F major,0.3,-8.005,0.0289,0.575,8.46e-06,0.115
The House That Jack Built,Aretha Franklin,139.92,0.516,0.961,20190914,6,6,5,C# major,0.892,-4.168,0.0969,0.281,0.0,0.283
The Hucklebuck,Chubby Checker,150.573,0.551,0.952,20191017,59,59,2,G# major,0.738,-5.712,0.0404,0.61,0.0,0.246
The Hula Hoop Song,Georgia Gibbs,135.367,0.651,0.849,20191020,32,32,3,D major,0.53,-10.461,0.0581,0.778,0.0,0.677
The Hula Hoop Song,Georgia Gibbs,135.367,0.651,0.849,20191020,32,32,3,D major,0.351,-10.27,0.0426,0.97,0.000118,0.291
The Humpty Dance,Digital Underground,391.693,0.813,0.618,20190804,72,11,21,A# minor,0.693,-8.0,0.266,0.0341,0.0,0.121
The Hunch,Bobby Peterson Quintet,160.04,0.484,0.904,20191130,78,71,6,A# major,0.729,-9.939,0.0591,0.448,0.9,0.0767
The Hungry Years,Wayne Newton,229.493,0.431,0.425,20190529,90,90,1,A# major,0.443,-12.655,0.0357,0.713,0.0,0.213
The Hunter Gets Captured By The Game,The Marvelettes,170.946,0.669,0.694,20190211,46,46,4,B minor,0.356,-11.252,0.0326,0.274,1.69e-06,0.077
The Hunter,GTR,298.769,0.514,0.28,20190906,85,85,3,E major,0.483,-10.198,0.0281,0.0492,3.52e-06,0.0624
The Hunter,GTR,298.769,0.514,0.28,20190906,85,85,3,E major,0.45,-11.623,0.0356,0.179,2.37e-05,0.0862
The Hurt,Cat Stevens,259.826,0.618,0.674,20190721,60,60,3,G major,0.583,-9.496,0.196,0.783,0.000917,0.103
The Immigrant,Neil Sedaka,226.64,0.459,0.68,20190503,31,31,6,F major,0.627,-7.98,0.0304,0.332,2.07e-06,0.339
The Impossible Dream,Roger Williams,183.026,0.226,0.119,20190727,64,64,3,F major,0.312,-13.066,0.0312,0.78,0.858,0.533
The Impossible,Joe Nichols,245.573,0.613,0.192,20200720,69,69,8,A major,0.59,-5.167,0.0285,0.367,2.2e-06,0.0737
The Inner Light,The Beatles,258.125,0.503,0.301,20190330,96,96,1,D major,0.526,-10.485,0.037,0.0573,0.00487,0.418
The Invitation,50 Cent,174.466,0.409,0.422,20201205,97,97,1,F# minor,0.951,-2.505,0.467,0.0348,0.0,0.0709
The Itch,Vitamin C,208.733,0.694,0.518,20201230,57,45,5,B minor,0.947,-3.91,0.0546,0.00621,0.0395,0.133
The Jam - Part 1,Bobby Gregg and His Friends,147.666,0.411,0.844,20190512,37,29,9,D# major,0.846,-6.836,0.117,0.223,0.00178,0.212
The Jam Was Moving,Debbie Harry,178.533,0.813,0.933,20191107,82,82,2,A major,0.683,-11.183,0.0451,0.209,0.0835,0.0627
The Jam,Graham Central Station,492.013,0.701,0.648,20190306,69,69,3,B minor,0.83,-10.517,0.0667,0.125,0.329,0.114
The James Bond Theme,Billy Strange,159.226,0.514,0.567,20191024,66,58,10,F minor,0.25,-16.405,0.0519,0.945,0.919,0.112
The Jean Genie,David Bowie,248.013,0.58,0.818,20191202,80,80,2,A major,0.571,-9.116,0.0321,0.378,5.13e-06,0.358
The Jerk,The Larks,152.693,0.766,0.893,20190130,16,7,12,F major,0.478,-10.904,0.0312,0.781,4.26e-05,0.112
The Jitterbug,The Dovells,135.92,0.581,0.95,20191201,85,85,2,D major,0.759,-5.424,0.0957,0.352,0.000176,0.812
The Jive Samba,Cannonball Adderley,661.506,0.53,0.668,20190223,97,97,2,A# major,0.511,-11.252,0.0421,0.373,0.00319,0.73
The Joker Went Wild,Brian Hyland,164.4,0.697,0.797,20190820,21,21,6,G# major,0.82,-6.211,0.033,0.696,2.53e-06,0.0811
The Joker,Snail,314.32,0.59,0.879,20190930,93,93,2,D major,0.738,-8.535,0.0346,0.115,0.0475,0.0917
The Joker,Snail,314.32,0.59,0.879,20190930,93,93,2,D major,0.441,-11.453,0.0312,0.0257,0.671,0.0724
The Jokers,Peter And Gordon,131.693,0.378,0.707,20190624,97,97,1,D# major,0.754,-6.016,0.0426,0.185,0.0,0.145
The Jolly Green Giant,The Kingsmen,117.626,0.732,0.741,20190109,89,89,1,F major,0.714,-9.159,0.0582,0.133,0.0,0.0901
The Jump Off,Lil' Kim Featuring Mr. Cheeks,234.093,0.837,0.905,20200517,21,17,15,A# minor,0.736,-8.367,0.378,0.225,0.0,0.0549
The Keeper Of The Stars,Tracy Byrd,247.626,0.572,0.0669,20190408,94,94,2,D major,0.261,-12.83,0.025,0.529,1.13e-06,0.145
The Ketchup Song (Hey Hah),Las Ketchup,207.4,0.72,0.864,20201012,76,76,1,D# minor,0.844,-8.175,0.0412,0.00724,0.00017,0.224
The Kid's American,Matthew Wilder,276.24,0.815,0.883,20190331,37,37,7,A minor,0.718,-11.287,0.0482,0.0988,8.65e-05,0.031
The Kid Is Hot Tonite,Loverboy,268.96,0.567,0.696,20190718,55,55,5,B minor,0.697,-12.855,0.0405,0.0286,7.05e-05,0.106
The Kind Of Boy You Can't Forget,The Raindrops,128.96,0.552,0.51,20190810,80,80,1,G major,0.674,-10.34,0.0644,0.7,0.0,0.29
The King Is Gone,Ronnie McDowell,203.04,0.555,0.47,20190924,28,28,3,D major,0.477,-10.234,0.0279,0.532,0.000645,0.0814
The Lady In Red,Chris de Burgh,256.173,0.548,0.491,20190214,88,88,1,A# major,0.294,-17.112,0.0333,0.332,3.34e-06,0.0392
The Land Of Milk And Honey,The Vogues,162.168,0.43,0.828,20190625,35,35,4,D major,0.834,-8.75,0.0357,0.514,0.0,0.171
The Language Of Love,Dan Fogelberg,224.706,0.644,0.906,20190204,59,59,1,D major,0.651,-6.319,0.0294,0.0963,0.000638,0.353
The Language,Drake,224.013,0.831,0.502,20200308,72,51,18,C# major,0.651,-8.363,0.437,0.0125,0.0,0.0809
The Last Backyard...,YoungBoy Never Broke Again,156.13,0.592,0.815,20200926,81,81,1,F# major,0.691,-6.325,0.204,0.355,0.0,0.217
The Last Farewell,Roger Whittaker,238.16,0.359,0.52,20190621,19,19,12,D# major,0.366,-10.959,0.0308,0.302,2.26e-06,0.344
The Last Great American Dynasty,Taylor Swift,230.999,0.686,0.706,20200815,66,13,2,G major,0.662,-8.505,0.0413,0.467,0.0023,0.109
The Last Leaf,The Cascades,141.32,0.57,0.38,20190525,71,71,3,E major,0.408,-10.333,0.0287,0.743,0.0,0.2
The Last Mile,Cinderella,230.066,0.517,0.714,20190204,54,54,3,D major,0.845,-8.856,0.0406,0.117,0.133,0.357
The Last One To Know,The Fleetwoods,188.96,0.597,0.437,20191017,96,96,1,C# major,0.0863,-19.167,0.0289,0.855,0.0,0.278
The Last Song,Elton John,213.133,0.311,0.103,20191107,62,62,2,C# major,0.289,-12.702,0.0328,0.351,0.0,0.0943
The Last Thing On My Mind,Neil Diamond,212.426,0.384,0.199,20190929,59,56,6,A major,0.235,-17.981,0.0293,0.7,0.000122,0.141
The Last Time I Made Love,Joyce Kennedy & Jeffrey Osborne,186.866,0.436,0.107,20190908,52,52,4,A# major,0.33,-10.288,0.031,0.198,1.07e-05,0.217
The Last Time I Saw Her,Glen Campbell,247.013,0.485,0.38,20190731,61,61,6,C major,0.378,-12.53,0.0284,0.357,1.57e-05,0.0625
The Last Time,The Rolling Stones,221.493,0.329,0.385,20190522,22,9,9,A major,0.926,-5.146,0.0629,0.129,0.852,0.745
The Last Waltz,Engelbert Humperdinck,184.186,0.396,0.4,20191028,28,28,6,D major,0.444,-11.303,0.0302,0.696,1.23e-06,0.201
The Last Word In Lonesome Is Me,Eddy Arnold,132.666,0.334,0.321,20190514,82,82,1,A major,0.219,-14.843,0.0272,0.93,2.98e-05,0.312
The Last Worthless Evening,Don Henley,362.466,0.731,0.396,20191021,59,59,3,F major,0.505,-11.334,0.0262,0.212,0.0,0.0409
The Lazy Song,Bruno Mars,190.213,0.738,0.949,20201023,82,82,1,B major,0.804,-3.851,0.0621,0.332,0.0,0.279
